Back	14.6	34.5702
1	14.7	8.3968
2	14.7	34.775
Back	14.7	38.8301
1	14.8	10.0762
2	14.8	37.2326
Back	14.8	37.1507
1	14.9	10.1581
2	14.9	34.0378
Back	14.9	37.0688
1	15	9.99424
2	15	41.943
Back	15	37.2736
1	15.1	9.0112
2	15.1	33.9968
Back	15.1	38.2157
1	15.2	10.3219
2	15.2	35.2666
Back	15.2	36.905
1	15.3	10.7315
2	15.3	28.672
Back	15.3	36.4954
1	15.4	13.8035
2	15.4	36.1677
Back	15.4	33.4234
1	15.5	9.0112
2	15.5	32.8499
Back	15.5	38.2157
1	15.6	12.7386
2	15.6	29.0406
Back	15.6	34.4883
1	15.7	12.5338
2	15.7	38.1338
Back	15.7	34.7341
1	15.8	11.1411
2	15.8	45.6704
Back	15.8	36.0858
1	15.9	6.43072
2	15.9	45.5885
Back	15.9	40.7962
1	16	7.70048
2	16	27.0336
Back	16	39.5264
1	16.1	14.4179
2	16.1	20.1114
Back	16.1	32.809
1	16.2	16.3021
2	16.2	16.5478
Back	16.2	30.9248
1	16.3	17.2032
2	16.3	27.607
Back	16.3	30.0646
1	16.4	14.1312
2	16.4	30.1875
Back	16.4	33.0957
1	16.5	11.4278
2	16.5	29.2045
Back	16.5	35.799
1	16.6	14.7866
2	16.6	33.4643
Back	16.6	32.4403
1	16.7	10.3219
2	16.7	27.8938
Back	16.7	36.905
1	16.8	14.8685
2	16.8	26.4192
Back	16.8	32.3584
1	16.9	12.4109
2	16.9	38.6662
Back	16.9	34.816
1	17	9.99424
2	17	26.583
Back	17	37.2736
1	17.1	15.4419
2	17.1	44.1549
Back	17.1	31.785
1	17.2	7.12704
2	17.2	31.9898
Back	17.2	40.0998
1	17.3	11.0592
2	17.3	33.9968
Back	17.3	36.1677
1	17.4	12.0832
2	17.4	46.6125
Back	17.4	35.1437
1	17.5	6.7584
2	17.5	32.0717
Back	17.5	40.4685
1	17.6	11.1002
2	17.6	26.9517
Back	17.6	36.1267
1	17.7	12.7386
2	17.7	35.6762
Back	17.7	34.5293
1	17.8	10.9773
2	17.8	24.0435
Back	17.8	36.2496
1	17.9	14.377
2	17.9	35.4714
Back	17.9	32.8499
1	18	11.3869
2	18	29.4502
Back	18	35.84
1	18.1	12.8614
2	18.1	44.1549
Back	18.1	34.3654
1	18.2	8.02816
2	18.2	49.8893
Back	18.2	39.1987
1	18.3	5.65248
2	18.3	24.4941
Back	18.3	41.6154
1	18.4	15.0733
2	18.4	37.2326
Back	18.4	32.1536
1	18.5	9.66656
2	18.5	43.2538
Back	18.5	37.5603
1	18.6	7.24992
2	18.6	29.5322
Back	18.6	39.977
1	18.7	12.4518
2	18.7	29.1226
Back	18.7	34.775
1	18.8	13.7626
2	18.8	36.7411
Back	18.8	33.4643
1	18.9	8.64256
2	18.9	35.4304
Back	18.9	38.5843
1	19	11.305
2	19	20.3981
Back	19	35.9629
1	19.1	14.9504
2	19.1	27.1155
Back	19.1	32.2765
1	19.2	12.7795
2	19.2	29.9418
Back	19.2	34.4474
1	19.3	13.8854
2	19.3	32.3584
Back	19.3	33.3414
1	19.4	12.0422
2	19.4	27.0746
Back	19.4	35.1846
1	19.5	13.2301
2	19.5	26.9517
Back	19.5	33.9968
1	19.6	13.6806
2	19.6	41.7792
Back	19.6	33.5462
1	19.7	10.0352
2	19.7	33.4234
Back	19.7	37.2326
1	19.8	9.99424
2	19.8	29.6141
Back	19.8	37.2326
1	19.9	14.5818
2	19.9	28.3443
Back	19.9	32.6451
1	20	13.7626
2	20	32.2355
Back	20	33.4643
1	20.1	11.4278
2	20.1	34.4474
Back	20.1	35.799
1	20.2	10.1581
2	20.2	50.7904
Back	20.2	37.0688
1	20.3	5.36576
2	20.3	65.3312
Back	20.3	41.9021
2	20.4	65.3722
Back	20.4	47.2269
2	20.5	48.8653
Back	20.5	47.2269
2	20.6	47.2269
Back	20.6	47.2269
2	20.7	47.2678
Back	20.7	47.2269
2	20.8	47.2269
Back	20.8	47.2269
2	20.9	47.2269
Back	20.9	47.2269
2	21	47.2269
Back	21	47.2678
2	21.1	47.2269
Back	21.1	47.2269
2	21.2	47.2269
Back	21.2	47.2269
2	21.3	47.2269
Back	21.3	47.2269
2	21.4	47.2678
Back	21.4	47.2269
2	21.5	47.2269
Back	21.5	47.2269
2	21.6	47.2269
Back	21.6	47.2269
2	21.7	47.2269
Back	21.7	47.2678
2	21.8	47.2269
Back	21.8	47.2269
2	21.9	47.2269
Back	21.9	47.2269
2	22	47.2269
Back	22	47.2269
2	22.1	47.2678
Back	22.1	47.2269
2	22.2	47.2269
Back	22.2	47.2269
2	22.3	47.2269
Back	22.3	47.2678
2	22.4	47.2269
Back	22.4	47.2269
2	22.5	47.2269
Back	22.5	47.2269
2	22.6	47.2269
Back	22.6	47.2269
2	22.7	47.2678
Back	22.7	47.2269
2	22.8	47.2269
Back	22.8	47.2269
2	22.9	47.2269
Back	22.9	47.2269
2	23	47.2269
Back	23	47.2678
2	23.1	47.2269
Back	23.1	47.2269
2	23.2	47.2269
Back	23.2	47.2269
2	23.3	47.2269
Back	23.3	47.2269
2	23.4	47.2678
Back	23.4	47.2269
2	23.5	47.2269
Back	23.5	47.2269
2	23.6	47.2269
Back	23.6	47.2269
2	23.7	47.2269
Back	23.7	47.2678
2	23.8	47.2269
Back	23.8	47.2269
2	23.9	47.2269
Back	23.9	47.2269
2	24	47.2269
Back	24	47.2269
2	24.1	47.2678
Back	24.1	47.2269
2	24.2	47.2269
Back	24.2	47.2269
2	24.3	47.2269
Back	24.3	47.2678
2	24.4	47.2269
Back	24.4	47.2269
2	24.5	47.2269
Back	24.5	47.2269
2	24.6	47.2269
Back	24.6	47.2269
2	24.7	47.2678
Back	24.7	47.2269
2	24.8	47.2269
Back	24.8	47.2269
2	24.9	47.2269
Back	24.9	47.2269
2	25	47.2269
Back	25	47.2678
2	25.1	47.2269
Back	25.1	47.2269
2	25.2	47.2269
Back	25.2	35.1437
2	25.3	47.2269
2	25.4	47.2678
2	25.5	47.2269
2	25.6	47.2269
2	25.7	47.2269
2	25.8	47.2269
2	25.9	47.2269
2	26	47.2269
2	26.1	47.2678
2	26.2	47.2269
2	26.3	47.2269
2	26.4	47.2269
2	26.5	47.2269
2	26.6	47.2269
2	26.7	47.2678
2	26.8	47.2269
2	26.9	47.2269
2	27	47.2269
2	27.1	47.2269
2	27.2	47.2269
2	27.3	47.2269
2	27.4	47.2678
2	27.5	47.2269
2	27.6	47.2269
2	27.7	47.2269
2	27.8	47.2269
2	27.9	47.2269
2	28	47.2269
2	28.1	47.2678
2	28.2	35.2256
